"","X","BeerID","Name","StyleID","Beer_Style","Page_Views","Recipe_Type","Rating","Yield","Description","Ingredients","Procedure"
"2002",2002,2002,"Citra Gold",10,"American Pale Ale",4286,"all-grain","3-0","13.21 US gallons","0","19 lbs 15.0 oz - Pale Malt (2 Row) UK (3.0 SRM) (Grain) 9.7 oz - Oats, Flaked (1.0 SRM) (Grain) 0.8 oz - Citra [14.5%] - First Wort (Hops) 1.2 oz - Citra [14.5%] - Boil 15 min (Hops) 0.4 oz - Citra [14.5%] - Steep 15 min (Hops) 2 pkgs - Nottingham (Danstar #-) (Yeast) 0.7 oz - Citra [14.5%] - Dry Hop 5 days (Hops)","0"
"2007",2007,2007,"APA 1.0- hops",10,"American Pale Ale",3447,"all-grain","3-0","10 US gallons","0","20 lbs - Pale Malt (2 Row) Breiss (1.8 SRM) (Grain) 2 lbs - Caramel/Crystal Malt - 60L (60.0 SRM) (Grain) 1.0 oz - Bravo [17.3%] - Boil 60 min (Hops) 0.8 oz - Bravo [17.3%] - Boil 15 min (Hops) 1 pkgs - SafAle English Ale (DCL/Fermentis #S-04) (Yeast) 1.0 oz - Bravo [17.3%] - Dry Hop 4 days (Hops) 1.0 oz - Cascade [5.5%] - Dry Hop 4 days (Hops) 1.0 oz - Centennial [10.0%] - Dry Hop 4 days (Hops) 1.0 oz - Nugget [13.0%] - Dry Hop 4 days (Hops)","0"
"2012",2012,2012,"Simcoe SMaSH",10,"American Pale Ale",5059,"all-grain","3-0","2.5 US gallons","0","5 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 0.5 oz - Simcoe [13.0%] - Boil 60 min (Hops) 0.12 tsp - Irish Moss (Boil 10 min) (Misc) 0.5 oz - Simcoe [13.0%] - Boil 0 min (Hops) 0 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast)","0"
"2015",2015,2015,"Fresh Hop Harvest Pale Ale",10,"American Pale Ale",4886,"all-grain","3-0","6 US gallons","0","5.00 gal - Washington, DC (Water) 11 lbs - Pale Malt (2 Row) US (2.0 SRM) (Grain) 8.0 oz - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 8.0 oz - Caramel/Crystal Malt - 40L (40.0 SRM) (Grain) 1.0 oz - Nugget [13.0%] - Boil 75 min (Hops) 1.00 - Whirlfloc Tablet (Boil 15 min) (Misc) 1.00 tsp - Yeast Nutrient (Boil 15 min) (Misc) 2.0 oz - Columbus (Tomahawk) [14.0%] - Boil 5 min (Hops) 1.0 oz - Cascade [5.5%] - Boil 5 min (Hops) 1 pkgs - SafAle English Ale (DCL/Fermentis #S-04) (Yeast)","0"
"2017",2017,2017,"Session Citrus Rye Pale Ale",10,"American Pale Ale",1970,"all-grain","3-0","5.5 US gallons","0","5.50 gal - Washington, DC (Water) 7 lbs - Pale Malt, Golden Promise (Thomas Fawcett) (3.0 SRM) (Grain) 12.0 oz - Honey Malt (18.0 SRM) (Grain) 8.0 oz - Rye Malt (Briess) (3.7 SRM) (Grain) 4.0 oz - Caramel Malt - 80L 6-Row (Briess) (80.0 SRM) (Grain) 1.0 oz - Cascade [5.5%] - First Wort (Hops) 0.5 oz - Citra [12.0%] - Boil 20 min (Hops) 1.10 - Whirlfloc Tablet (Boil 15 min) (Misc) 1.10 tsp - Yeast Nutrient (Boil 15 min) (Misc) 0.5 oz - Citra [12.0%] - Boil 10 min (Hops) 0.5 oz - Cascade [5.5%] - Boil 5 min (Hops) 0.5 oz - Citra [12.0%] - Boil 5 min (Hops) 0.5 oz - Cascade [5.5%] - Boil 1 min (Hops) 0.5 oz - Citra [12.0%] - Boil 1 min (Hops) 1 pkgs - WY1764-Rogue Pacman ( #) (Yeast)","0"
"2020",2020,2020,"Sierra Nevada Pale Ale Monster 5 Gal",10,"American Pale Ale",1709,"all-grain","3-0","5.25 US gallons","0","9 lbs 8.0 oz - Pale Malt (2 Row) US (2.0 SRM) (Grain) 1 lbs 8.0 oz - Caramel/Crystal Malt - 60L (66.0 SRM) (Grain) 4.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 4.0 oz - English Carastan (35.0 SRM) (Grain) 0.5 oz - Columbus (Tomahawk) [14.5%] - Boil 60 min (Hops) 0.5 oz - Challenger [7.5%] - Boil 30 min (Hops) 1.00 tbsp - Irish Moss (Boil 10 min) (Misc) 1.0 oz - Cascade [5.5%] - Boil 10 min (Hops) 1.00 tbsp - Wyeast Beer Nutrient Blend (Boil 10 min) (Misc) 2.0 oz - Cascade [5.5%] - Steep 2 min (Hops) 0 pkgs - Safale American (DCL/Fermentis #US-05) (Yeast)","0"
"2038",2038,2038,"C-4 IPA",10,"American Pale Ale",615,"all-grain","3-0","5 US gallons","High ABV brew with strong hop flavor and aroma","13 lbs Pale Malt (2 Row) US (2.0 SRM) Grain 1 89.7 % 1 lbs Caramel/Crystal Malt -120L (120.0 SRM) Grain 2 6.9 % 4.0 oz Caramel/Crystal Malt - 20L (20.0 SRM) Grain 3 1.7 % 4.0 oz Caramel/Crystal Malt - 40L (40.0 SRM) Grain 4 1.7 % 2.00 oz Columbus (Tomahawk) [14.00 %] - Boil 60.0 min Hop 5 89.7 IBUs 1.00 oz Chinook [13.00 %] - Boil 20.0 min Hop 6 25.2 IBUs 1.00 Items Whirlfloc Tablet (Boil 15.0 mins) Fining 7 - 1.00 oz Centennial [10.00 %] - Boil 10.0 min Hop 8 11.6 IBUs 0.75 oz Cascade [5.50 %] - Boil 5.0 min Hop 9 2.6 IBUs 1.0 pkg California Ale (White Labs <U+202A>#&lrm;WLP001<U+202C>) [35.49 ml] Yeast 10 - 1.00 oz Centennial [10.30 %] - Dry Hop 14.0 Days Hop 11 0.0 IBUs 1.00 oz Columbus (Tomahawk) [12.90 %] - Dry Hop 14.0 Days Hop 12 0.0 IBUs","60 min. boil<br/> OG = 1.093<br/> ABV 10.1%<br/> Note: made a two stage starter on the brew"
"2058",2058,2058,"Back Porch Pale Ale",10,"American Pale Ale",11322,"all-grain","2-5","5 US gallons","This is a great example of a ""West Coast"" style pale ale.","12 lbs American 2 row 1/2 lb Crystal Malt 80L 1 lb Wheat 1 oz Chocolate Malt 8oz Flaked wheat 1 oz Chinook Hops (leaf) 13% alpha 1/2 oz Cascade hops (leaf) 5.2 % alpha Boiling hops 1/2 oz Cascade hops(leaf) 5.2% alpha Finishing hops 1 tsp Irish moss 3/4 oz Chinook hops ( leafs) 13% alpha Dry Hop Wyeast (1056) American Ale","Mash in at 123 degrees for 30 minutes. Raise to 153 degrees for 60 minutes. Mash off at 172 for 10 minutes. Ferment at 60-68 degrees. Boil Boiling Hops for 60 minutes add fishing hops w 15 minutes togo. then Irish moss with 10 minutes left. ferment out at 70 degrees. Dry hop with 3/4 ounce whole Chinook, in secondary. Keg after a week. Then hold for a month @ 70 degrees. Chill and then serve and enjoy. HAPPY BREWING"
"2068",2068,2068,"Pale Ale 2",10,"American Pale Ale",3452,"all-grain","2-5","5 US gallons","Notice that I screwed up the hops: Clusters are for bittering, and Willamette (or Fuggles) for aromatic.","5 pounds, pale malt 1 pound, crystal malt 1 teaspoon, gypsum 3-1/2 pounds, pale dry extract 1-1/3 pounds, light brown sugar 1 ounce, Willamette hops (boil) 1-1/2 ounces, Hallertauer hops 1 teaspoon, Irish moss 1 ounce, Clusters hops pellets Red Star ale yeast","Mash pale malt, crystal malt, and gypsum in 2-3/4 gallons of 170 degree water; this should give initial heat of 155 degrees (pH 5.0). Maintain temperature at 140-155 degrees for 2 hours. Sparge. To wort, add extract and brown sugar. Boil with Willamette hops. After 15 minutes add Hallertauer and Irish moss. Dry hop with clusters and steep. When cool, add wort to carboy and pitch yeast. <br/> <br/> The posted recipe called for 4 pounds of dry extract with 2 cups reserved for priming. This seemed excessive and a good way to get exploding bottles, so we reduced the amount of extract to 3-1/2 pounds and assumed that standard priming techniques would be used, maybe replacing corn sugar with 3/4 to 1 cup of malt extract. ---Ed."
"2074",2074,2074,"Summer Honey Ale",10,"American Pale Ale",991,"extract","2-5","5 US gallons","I re-tweaked this recipe four times before I was satisfied. The last batch came out just right. Just a hint of honey and the auburn color reminds me of the dog days of summer, but it's good at any time of the year. Just as importantly, my wife loves it.","Grains: 8oz Carapils, 8oz Caramel 20L Fermentables: 3.3 lbs Gold LME, 3 lbs Clover Honey, 8oz Clover Honey Hops: Bittering: 1oz Tettnang; Aroma: 1oz Vanguard Yeast: Muntons Dry Yeast Bottling: 1.5 cups of Light DME","Bring water to 155 degrees. Steep crushed grains for 30 min. Discard grains. Bring to boil, remove from heat. Add malt extract, stir until dissolved, return to burner, bring to boil. Add 1oz Tettnang hops for the full 60 minutes. Add 3lbs Honey with 20 minutes left in the boil. Add 8oz Honey with 5 minutes left in the boil. Add 1oz Vanguard hops with 2 minutes to go. Remove from heat, discard hops. Cool wort to 75 degrees.<br/> <br/> Add to primary fermenter, aerate, add yeast. Ferment for 1 week. Transfer wort to secondary fermenter, and ferment for one week, or until fermentation complete. <br/> <br/> Boil bottling DME in 3 cups of water for 5 minutes, cool down and transfer to bottling bucket. Transfer beer to bottling bucket and bottle. Condition in bottles for 2 weeks."
"2088",2088,2088,"Pete's Wicked Clone 2",10,"American Pale Ale",1852,"all-grain","2-5","5 US gallons","0","8# domestic 2-row 1# CaraMunich 1# CaraVienne 1# dark German 8 oz CaraPils 6 oz chocolate 4.4 aau Fuggles for 60 minutes 4.4 aau Fuggles for 30 minutes 5.2 aau Kent Goldings for 2 minutes Wyeast 1098","Mash-in 4 gallons at 57 C (135F) strike heat.<br/> Falls to 52C (126F). Protein rest 30 minutes.<br/> Raise to 68C (154F),<br/> Saccrification 2 hours.<br/> No mashout due to brain-cloud. (You should mash out). <br/> <br/> Sparge with 6 gallons at 75C (167F)<br/> Got 7-1/2 ~ 7-3/4 gallons. Gravity is 1046.<br/> Extraction = 29.7 points/#/gallon.<br/> <br/> <br/> Boil 90 minutes. <br/> <br/> Chill to 25C (75F). Pitch yeast. <br/> <br/> If your extraction rates are routinely below mine, add grain accordingly in your recipe. Just add to the two-row, don't bother to adjust the specialty malts, its just not necessary. My water is fairly soft, and slightly alkaline. I use two tsp gypsum in my mash water. Your mileage, of course, may vary. If you want a 1055 beer, lose 1# of two-row. But I like mine at 1060. FG was 1018. I had to add 1/2 gallon water at bottling to bring volume up to 5 gallons."
"2103",2103,2103,"Pale After Math Ale",10,"American Pale Ale",2037,"extract","2-5","5 US gallons",NA,"6.6 pounds, American classic light extract 1 pound, crystal malt 2 pounds, British pale malt 3 ounces, Fuggles leaf hops 1 ounce, Cascade leaf hops 2 teaspoons, gypsum 1/2 teaspoon, Irish moss 1 pack, MEV high-temperature British ale yeast","Mash grains at 155 degrees. Sparge with 170 degrees water. Boil, adding extract and boiling hops; the hops were added in stages, 1 ounce at 50 minutes, 1 ounce at 30 minutes, and 1 ounceat 20 minutes. The Cascade hops were sprinkled in over the last 10minutes of the boil."
"2109",2109,2109,"Light Ale",10,"American Pale Ale",5427,"extract","2-5","5 US gallons","I made a light ale for my wife that came out good (after a little aging).   It's got much more hop character than Budswillers but you can leave out 1/2 the hops if that's a problem. I might try something like this again but with 2-row and real rice.","4# light malt extract (Northwestern) 2# rice extract (from a Chinese grocery) 1/2# crystal malt 2 oz low alpha hops Wyeast Chico ale yeast","0"
"2123",2123,2123,"Oz Pale Ale",10,"American Pale Ale",267,"extract","2-5","5 US gallons","Pale ale made with cluster hops","2 lbs Brewers Choice Liquid Sorghum Extract (prior to boil) 0.5 oz Cluster Hops (60 min) 0.25 oz Cluster Hops (15 min) 1 Whirfloc Tablet (15 min) 0.25 oz Cluster Hops (flameout) 4 lbs Brewers Choice Liquid Sorghum Extract (flameout) 1 pkg Safeale US05 Dried Ale Yeast 0.25 oz Yeast Nutrient pitched with yeast and very gently stir Brewing notes: Converted from metric- measurements rounded/estimated","Bring water to boil, and primary fermentable sugars, return to boil and achieve hot break.<br/> <br/> Add hops, finings, remaining fermentable sugars and other ingredients according to schedule.<br/> <br/> Chill wort until appropriate temperature to pitch yeast.<br/>"
"2185",2185,2185,"Festivley Challenged",10,"American Pale Ale",3502,"all-grain","1-5","5 US gallons","Light grassy nose Sweet initally leading to a malty taste and a lingering bitterness.","5 Kg Pale malted barley .5 Kg Crystal malt 100 G Challenger hops (approx 5% Alpha acid) English ale yeast (safale S-04)","Mash at 66-67 degrees (celsius)<br/> Sparge<br/> Boil for 60 minutes<br/> 90% of hops added at boil<br/> 10% of hops added 10 minutes before ""flame out""<br/> cool and pitch yeast when at 20 degrees (celsius)<br/> Ferment for 4-5 days then barrel."
"2186",2186,2186,"Fullers ESB",10,"American Pale Ale",20067,"all-grain","1-5","5 US gallons","In the brewery they serve Fullers ESB Cask Conditioned Ale. This is near the gravity of the draft US version but is cask hopped with K. Goldings Hop Plugs (just like homebrewers use).  An interesting point is that the UK bottles/cans and polypins are packaged with hop oil and therefore do not have hop parts floating.  Also, the London Pride Cask is 4.0 ABV while the canned/bottled version is 4.7. This is fairly typical in that you are expected to pound 20 oz pints in the pub.","1/2# crystal, 60L - 90L 1/2# carapils 1# brown sugar, 60 minutes 2 oz Fuggles, 60 minutes .5 oz Kent Golding, 30 minutes .5 oz Kent Golding, 5 minutes 1.5 oz Kent Golding, dry hopped in secondary Wyeast London Ale (1028) yeast","There is no Fuggles in ESB or any of the Fullers beers. They use English Target, Challenger and Northdown. EKG is in the finish & cask hopping of both Chiswick Bitter (very good bitter) and ESB. BTW the kettle hops are Lupofresh( challenger, 91) pellets from Kent and Worscester. They ""Burtonize"" the brewing water using mineral salts. A single temp infusion is employed. The ESB is 1.052 OG (apparently this was reduced for the US market, according to a brewer I was drinking with in the Pub next door). I was told they used to use sugar but this is no longer required with the new mash tuns. I missed out on the Maize part so I do not know, but I assume George has this correct. Try 5- 10 % in the mash. Skip the sugar, use caramel malts to get the color and sweetness."
"2203",2203,2203,"Da Beer",10,"American Pale Ale",5577,"partial mash","1-0","5 US gallons","This is less hopped than Sierra Nevada Pale Ale.","10 lbs. Alexander's pale malt extract 8 lbs. Klages 2-row 3 lbs Cara-Pils 2 lbs Crystal 10L 1 lbs Victory Malt (Brewtek) 1 oz Perle (60 mins) 1 oz Cascade (60 mins) 2 oz Cascade (30 mins) 1 oz Cascade (Steep while cooling) SNPA Yeast","I used a Brewtek Lauter/Sparge rig made from Phil's-brand components and did the 14lbs partial (not) mash using it with what seemed like great success."
"2206",2206,2206,"Bass Ale Clone",10,"American Pale Ale",13091,"extract","1-0","5 US gallons","I tried some last night (couldn't wait any longer), and it tasted, well, strange. It was flat, which I can attribute to not enough time in the bottle, but the flavor was very fruity and very bitter. The overall taste was somewhat reminiscent of grapefruit juice.   I'm not sure where this flavor is coming from. Is the fruit/citrus flavor coming from the brown sugar? Or is it from the yeast? I don't think that the amount of hops I used should be making this as bitter as it seems to be. Or should it? How much of this will mellow away with age?","3lb Munton & Fison Light DME 1/2lb Medium crystal (L ~50) 1/2lb Dark brown sugar 1 oz Fuggles @ 60 min 1/2 oz Kent Goldings @ 30 min 1/2 oz Kent Goldings @ 2 min Wyeast 1098","This was a three gallon batch. I steeped the crystal in 170F water for about 20 min or so, and then added it to the pot. I pitched from a 1 pint starter at 75F, and fermented (primary only) at about 62F for ten days. I didn't get an OG (forgot), but the FG was down to 1.004, so I bottled it last weekend."
